,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,2016/12/7,,資料期間：,,2016年10月至2016年10月(Data for 2016/10～2016/10),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,"210,532",76.41%,"4,845","1,020,094,924","1,127,336,185","2,444,553,927","3,105","5,612","1,822",848,"11,387",,,,,,
臺北地區 Taipei,一般Standard,"55,678",75.40%,"3,728","207,570,080","215,919,029","475,614,674",752,975,374,281,"2,382",,,,,,
臺北地區 Taipei,小計SubTotal,"266,210",76.20%,"4,612","1,227,665,004","1,343,255,214","2,920,168,601","3,857","6,587","2,196","1,129","13,769",,,,,,
高雄地區 Kaohsiung,國際Internation,"64,045",71.51%,"2,391","153,146,305","222,101,884","415,522,780",858,"1,290",308,357,"2,813",,,,,,
高雄地區 Kaohsiung,一般Standard,"3,198",41.26%,"2,252","7,202,201","4,856,241","12,176,697",47,43,8,11,109,,,,,,
高雄地區 Kaohsiung,小計SubTotal,"67,243",69.10%,"2,385","160,348,506","226,958,125","427,699,477",905,"1,333",316,368,"2,922",,,,,,
臺中地區 Taichung,國際Internation,"26,748",75.89%,"2,498","66,828,809","92,030,125","213,200,884",390,563,194,133,"1,280",,,,,,
臺中地區 Taichung,一般Standard,"8,239",76.15%,"2,539","20,920,613","29,641,676","56,196,458",107,199,39,42,387,,,,,,
臺中地區 Taichung,小計SubTotal,"34,987",75.95%,"2,508","87,749,422","121,671,801","269,397,342",497,762,233,175,"1,667",,,,,,
花蓮地區 Hualien,國際Internation,"22,725",53.98%,"2,268","51,539,856","48,687,064","107,006,140",277,345,114,174,910,,,,,,
花蓮地區 Hualien,小計SubTotal,"22,725",53.98%,"2,268","51,539,856","48,687,064","107,006,140",277,345,114,174,910,,,,,,
風景區 Scenic Area,國際Internation,"42,504",64.16%,"5,503","233,879,098","126,192,014","392,256,127",697,775,310,613,"2,395",,,,,,
風景區 Scenic Area,一般Standard,"8,261",44.49%,"3,793","31,331,470","19,409,424","52,769,091",129,116,60,38,343,,,,,,
風景區 Scenic Area,小計SubTotal,"50,765",59.85%,"5,224","265,210,568","145,601,438","445,025,218",826,891,370,651,"2,738",,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,"46,567",76.99%,"2,972","138,386,215","141,956,979","316,388,744",473,852,246,153,"1,724",,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,"25,133",58.08%,"2,452","61,630,285","50,505,339","119,597,177",279,395,86,132,892,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,"71,700",69.10%,"2,790","200,016,500","192,462,318","435,985,921",752,"1,247",332,285,"2,616",,,,,,
其他地區 Other,國際Internation,"55,906",55.94%,"3,813","213,176,142","227,186,406","505,758,425",891,"1,405",552,434,"3,282",,,,,,
