,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,2016/5/31,,資料期間：,,2016年2月至2016年2月(Data for 2016/2～2016/2),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,"184,560",71.62%,"4,753","877,239,546","1,069,762,709","2,204,408,920","3,093","5,280","1,803",802,"10,978",,,,,,
臺北地區 Taipei,一般Standard,"54,834",79.38%,"4,055","222,334,522","198,143,648","482,480,384",779,972,378,296,"2,425",,,,,,
臺北地區 Taipei,小計SubTotal,"239,394",73.26%,"4,593","1,099,574,068","1,267,906,357","2,686,889,304","3,872","6,252","2,181","1,098","13,403",,,,,,
高雄地區 Kaohsiung,國際Internation,"57,558",68.70%,"3,054","175,764,249","233,684,494","457,801,649",837,"1,268",351,360,"2,816",,,,,,
高雄地區 Kaohsiung,一般Standard,"4,048",55.83%,"2,952","11,949,277","5,701,583","17,890,149",40,45,4,8,97,,,,,,
高雄地區 Kaohsiung,小計SubTotal,"61,606",67.68%,"3,047","187,713,526","239,386,077","475,691,798",877,"1,313",355,368,"2,913",,,,,,
臺中地區 Taichung,國際Internation,"19,612",59.48%,"3,295","64,629,904","95,473,401","188,571,570",390,637,208,130,"1,365",,,,,,
臺中地區 Taichung,一般Standard,"6,711",66.31%,"2,925","19,628,490","31,033,214","55,974,678",94,211,38,41,384,,,,,,
臺中地區 Taichung,小計SubTotal,"26,323",61.08%,"3,201","84,258,394","126,506,615","244,546,248",484,848,246,171,"1,749",,,,,,
花蓮地區 Hualien,國際Internation,"23,070",58.58%,"3,398","78,399,059","48,120,472","135,107,834",282,371,108,155,916,,,,,,
花蓮地區 Hualien,小計SubTotal,"23,070",58.58%,"3,398","78,399,059","48,120,472","135,107,834",282,371,108,155,916,,,,,,
風景區 Scenic Area,國際Internation,"40,973",72.87%,"6,836","280,090,848","126,570,420","447,348,997",678,746,269,564,"2,257",,,,,,
風景區 Scenic Area,一般Standard,"7,889",45.26%,"4,190","33,056,614","14,023,999","49,270,404",124,124,62,64,374,,,,,,
風景區 Scenic Area,小計SubTotal,"48,862",66.33%,"6,409","313,147,462","140,594,419","496,619,401",802,870,331,628,"2,631",,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,"45,542",80.12%,"2,955","134,560,669","122,062,849","288,007,026",499,804,249,184,"1,736",,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,"24,475",60.46%,"2,642","64,670,210","61,254,688","132,446,104",280,428,90,109,907,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,"70,017",71.94%,"2,845","199,230,879","183,317,537","420,453,130",779,"1,232",339,293,"2,643",,,,,,
其他地區 Other,國際Internation,"53,686",57.40%,"5,061","271,682,217","238,552,857","585,178,570",918,"1,462",572,448,"3,400",,,,,,
