,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,2016/9/12,,資料期間：,,2016年7月至2016年7月(Data for 2016/7～2016/7),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,"176,577",64.14%,"4,445","784,889,144","957,196,898","1,997,067,952","3,146","5,542","1,798",834,"11,320",,,,,,
臺北地區 Taipei,一般Standard,"52,906",71.65%,"3,433","181,604,198","169,126,901","398,520,477",771,967,364,291,"2,393",,,,,,
臺北地區 Taipei,小計SubTotal,"229,483",65.73%,"4,212","966,493,342","1,126,323,799","2,395,588,429","3,917","6,509","2,162","1,125","13,713",,,,,,
高雄地區 Kaohsiung,國際Internation,"61,346",68.50%,"2,409","147,764,133","198,136,705","383,467,425",865,"1,317",308,371,"2,861",,,,,,
高雄地區 Kaohsiung,一般Standard,"4,487",57.90%,"2,033","9,120,330","4,418,021","13,677,927",40,42,4,16,102,,,,,,
高雄地區 Kaohsiung,小計SubTotal,"65,833",67.65%,"2,383","156,884,463","202,554,726","397,145,352",905,"1,359",312,387,"2,963",,,,,,
臺中地區 Taichung,國際Internation,"25,160",71.38%,"2,474","62,255,706","73,031,675","164,259,163",422,630,199,138,"1,389",,,,,,
臺中地區 Taichung,一般Standard,"7,880",72.83%,"2,337","18,416,125","28,818,156","52,551,977",105,194,38,41,378,,,,,,
臺中地區 Taichung,小計SubTotal,"33,040",71.72%,"2,442","80,671,831","101,849,831","216,811,140",527,824,237,179,"1,767",,,,,,
花蓮地區 Hualien,國際Internation,"30,016",71.30%,"2,977","89,371,941","51,583,157","154,297,682",285,353,111,172,921,,,,,,
花蓮地區 Hualien,小計SubTotal,"30,016",71.30%,"2,977","89,371,941","51,583,157","154,297,682",285,353,111,172,921,,,,,,
風景區 Scenic Area,國際Internation,"41,663",62.89%,"7,219","300,767,765","131,008,796","476,146,767",752,877,282,641,"2,552",,,,,,
風景區 Scenic Area,一般Standard,"8,913",48.00%,"4,604","41,031,790","18,760,357","66,620,799",115,112,54,33,314,,,,,,
風景區 Scenic Area,小計SubTotal,"50,576",59.63%,"6,758","341,799,555","149,769,153","542,767,566",867,989,336,674,"2,866",,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,"42,537",71.17%,"2,865","121,861,707","117,212,127","271,662,963",499,805,247,188,"1,739",,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,"22,067",50.99%,"2,562","56,525,357","40,125,540","103,890,719",255,378,80,111,824,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,"64,604",62.70%,"2,761","178,387,064","157,337,667","375,553,682",754,"1,183",327,299,"2,563",,,,,,
其他地區 Other,國際Internation,"61,664",61.70%,"4,492","277,013,492","219,631,112","564,207,148",965,"1,495",599,404,"3,463",,,,,,
