,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,2017/12/4,,資料期間：,,2017年6月至2017年6月(Data for 2017/6～2017/6),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,"186,937",70.08%,"4,499","840,981,133","970,365,542","2,074,400,992","2,935","5,251","1,815",892,"10,893",,,,,,
臺北地區 Taipei,一般Standard,"53,059",71.32%,"3,352","177,873,393","170,884,848","399,109,657",728,"1,016",398,253,"2,395",,,,,,
臺北地區 Taipei,小計SubTotal,"239,996",70.35%,"4,245","1,018,854,526","1,141,250,390","2,473,510,649","3,663","6,267","2,213","1,145","13,288",,,,,,
高雄地區 Kaohsiung,國際Internation,"54,673",63.08%,"2,320","126,814,520","174,086,146","336,877,917",809,"1,217",312,355,"2,693",,,,,,
高雄地區 Kaohsiung,一般Standard,"3,990",53.20%,"1,708","6,813,397","3,304,723","10,150,601",41,34,8,8,91,,,,,,
高雄地區 Kaohsiung,小計SubTotal,"58,663",62.29%,"2,278","133,627,917","177,390,869","347,028,518",850,"1,251",320,363,"2,784",,,,,,
臺中地區 Taichung,國際Internation,"22,348",65.52%,"2,366","52,865,557","65,969,021","141,641,718",395,533,182,143,"1,253",,,,,,
臺中地區 Taichung,一般Standard,"7,315",69.87%,"2,330","17,041,687","29,568,660","51,333,747",113,183,37,42,375,,,,,,
臺中地區 Taichung,小計SubTotal,"29,663",66.54%,"2,357","69,907,244","95,537,681","192,975,465",508,716,219,185,"1,628",,,,,,
花蓮地區 Hualien,國際Internation,"18,973",46.57%,"2,240","42,494,940","37,218,176","85,904,188",218,314,116,206,854,,,,,,
花蓮地區 Hualien,小計SubTotal,"18,973",46.57%,"2,240","42,494,940","37,218,176","85,904,188",218,314,116,206,854,,,,,,
風景區 Scenic Area,國際Internation,"40,238",62.76%,"5,107","205,486,669","100,620,739","335,612,210",689,784,279,580,"2,332",,,,,,
風景區 Scenic Area,一般Standard,"6,184",24.57%,"3,824","23,649,285","16,831,086","49,987,019",133,128,68,45,374,,,,,,
風景區 Scenic Area,小計SubTotal,"46,422",52.00%,"4,936","229,135,954","117,451,825","385,599,229",822,912,347,625,"2,706",,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,"41,938",71.58%,"2,924","122,635,393","115,637,270","271,073,873",467,855,257,201,"1,780",,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,"22,980",55.03%,"2,614","60,070,851","38,282,665","105,311,523",252,355,77,79,763,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,"64,918",64.69%,"2,814","182,706,244","153,919,935","376,385,396",719,"1,210",334,280,"2,543",,,,,,
其他地區 Other,國際Internation,"56,498",56.62%,"3,681","207,954,584","195,817,721","451,862,870",884,"1,460",624,416,"3,384",,,,,,
