觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,43511,,資料期間：,,2018年11月至2018年11月(Data for 2018/11～2018/11),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,227010,0.8536,4628,1050600113,1019919367,2388733272,2843,5339,1778,838,10798,,,,,,
臺北地區 Taipei,一般Standard,67582,0.8183,3720,251431143,184000792,499646349,788,1060,494,234,2576,,,,,,
臺北地區 Taipei,小計SubTotal,294592,0.8452,4420,1302031256,1203920159,2888379621,3631,6399,2272,1072,13374,,,,,,
高雄地區 Kaohsiung,國際Internation,70996,0.6485,2389,169620233,185589729,396759485,860,1416,407,443,3126,,,,,,
高雄地區 Kaohsiung,一般Standard,6615,0.5554,2561,16940712,16113743,35285887,95,114,59,5,273,,,,,,
高雄地區 Kaohsiung,小計SubTotal,77611,0.6394,2404,186560945,201703472,432045372,955,1530,466,448,3399,,,,,,
臺中地區 Taichung,國際Internation,21781,0.6386,2469,53783121,71368720,152489028,369,506,163,90,1128,,,,,,
臺中地區 Taichung,一般Standard,7423,0.709,2817,20909935,28380970,55223060,113,169,37,38,357,,,,,,
臺中地區 Taichung,小計SubTotal,29204,0.6551,2558,74693056,99749690,207712088,482,675,200,128,1485,,,,,,
花蓮地區 Hualien,國際Internation,18311,0.4746,2036,37275158,28253044,71251596,290,281,116,196,883,,,,,,
花蓮地區 Hualien,小計SubTotal,18311,0.4746,2036,37275158,28253044,71251596,290,281,116,196,883,,,,,,
風景區 Scenic Area,國際Internation,43553,0.68,4776,208023715,111108937,350281619,689,785,279,559,2312,,,,,,
風景區 Scenic Area,一般Standard,6839,0.3,4105,28077120,14129652,44043975,146,139,70,65,420,,,,,,
風景區 Scenic Area,小計SubTotal,50392,0.5802,4685,236100835,125238589,394325594,835,924,349,624,2732,,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,55047,0.7967,2758,151816644,151558734,334365868,562,1008,293,213,2076,,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,27314,0.6541,2592,70796290,41650909,119189944,271,352,82,65,770,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,82361,0.743,2703,222612934,193209643,453555812,833,1360,375,278,2846,,,,,,
其他地區 Other,國際Internation,59333,0.5701,3943,233931987,206442164,496236045,965,1519,624,418,3526,,,,,,
其他地區 Other,一般Standard,17959,0.4563,2373,42610810,27902512,77076812,267,264,131,54,716,,,,,,
其他地區 Other,小計SubTotal,77292,0.5389,3578,276542797,234344676,573312857,1232,1783,755,472,4242,,,,,,
,總計 Total,629763,0.7043,3709,2335816981,2086419273,5020582940,8258,12952,4533,3218,28961,,,,,,
,,,,,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
