觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,43511,,資料期間：,,2018年10月至2018年10月(Data for 2018/10～2018/10),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,219988,0.8002,4637,1020069330,1093609487,2401395018,2855,5320,1735,855,10765,,,,,,
臺北地區 Taipei,一般Standard,62027,0.7548,3692,228973987,188849030,480079765,757,1041,465,247,2510,,,,,,
臺北地區 Taipei,小計SubTotal,282015,0.7898,4429,1249043317,1282458517,2881474783,3612,6361,2200,1102,13275,,,,,,
高雄地區 Kaohsiung,國際Internation,62048,0.5485,2317,143787885,194579730,379040357,861,1404,416,440,3121,,,,,,
高雄地區 Kaohsiung,一般Standard,5018,0.4077,2291,11498677,14255194,27218069,95,114,59,5,273,,,,,,
高雄地區 Kaohsiung,小計SubTotal,67066,0.5347,2315,155286562,208834924,406258426,956,1518,475,445,3394,,,,,,
臺中地區 Taichung,國際Internation,19601,0.5561,2447,47966745,77918882,150102165,370,509,167,92,1138,,,,,,
臺中地區 Taichung,一般Standard,6620,0.6119,2856,18907534,25592536,49678954,116,170,36,39,361,,,,,,
臺中地區 Taichung,小計SubTotal,26221,0.5692,2550,66874279,103511418,199781119,486,679,203,131,1499,,,,,,
花蓮地區 Hualien,國際Internation,19539,0.5793,2154,42084030,36436952,85589864,254,235,90,149,728,,,,,,
花蓮地區 Hualien,小計SubTotal,19539,0.5793,2154,42084030,36436952,85589864,254,235,90,149,728,,,,,,
風景區 Scenic Area,國際Internation,44770,0.6758,5009,224237741,117769327,376172145,686,779,287,566,2318,,,,,,
風景區 Scenic Area,一般Standard,8228,0.3277,3994,32862898,18152675,52973275,146,143,70,75,434,,,,,,
風景區 Scenic Area,小計SubTotal,52998,0.5801,4851,257100639,135922002,429145420,832,922,357,641,2752,,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,57611,0.807,2796,161086327,175594612,370590549,556,1028,292,216,2092,,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,26575,0.6158,2623,69703588,50990953,127405734,270,353,85,68,776,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,84186,0.735,2741,230789915,226585565,497996283,826,1381,377,284,2868,,,,,,
其他地區 Other,國際Internation,59557,0.554,3855,229579892,249498326,537559410,953,1515,622,411,3501,,,,,,
其他地區 Other,一般Standard,18676,0.4599,2348,43859880,37650757,87672923,265,270,127,54,716,,,,,,
其他地區 Other,小計SubTotal,78233,0.5282,3495,273439772,287149083,625232333,1218,1785,749,465,4217,,,,,,
,總計 Total,610258,0.666,3727,2274618514,2280898461,5125478228,8184,12881,4451,3217,28733,,,,,,
,,,,,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
