觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,43511,,資料期間：,,2018年12月至2018年12月(Data for 2018/12～2018/12),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,223799,0.8142,4964,1111041646,1336823506,2777280304,2862,5333,1748,835,10778,,,,,,
臺北地區 Taipei,一般Standard,66304,0.8068,4109,272415425,234476689,578924514,762,1014,470,243,2489,,,,,,
臺北地區 Taipei,小計SubTotal,290103,0.8125,4769,1383457071,1571300195,3356204818,3624,6347,2218,1078,13267,,,,,,
高雄地區 Kaohsiung,國際Internation,83527,0.7394,2556,213497466,283655325,540754356,863,1396,408,437,3104,,,,,,
高雄地區 Kaohsiung,一般Standard,7506,0.6099,2703,20290326,19787483,42018270,96,113,58,5,272,,,,,,
高雄地區 Kaohsiung,小計SubTotal,91033,0.7267,2568,233787792,303442808,582772626,959,1509,466,442,3376,,,,,,
臺中地區 Taichung,國際Internation,24534,0.6961,2542,62360497,93467633,226167391,362,500,164,94,1120,,,,,,
臺中地區 Taichung,一般Standard,8003,0.7397,2895,23168799,31175029,61394013,114,172,35,38,359,,,,,,
臺中地區 Taichung,小計SubTotal,32537,0.7063,2629,85529296,124642662,287561404,476,672,199,132,1479,,,,,,
花蓮地區 Hualien,國際Internation,22813,0.5722,2426,55338332,40037944,103980723,292,286,100,225,903,,,,,,
花蓮地區 Hualien,小計SubTotal,22813,0.5722,2426,55338332,40037944,103980723,292,286,100,225,903,,,,,,
風景區 Scenic Area,國際Internation,49570,0.7483,5302,262824796,139768359,442481194,670,804,280,562,2316,,,,,,
風景區 Scenic Area,一般Standard,9080,0.3814,3964,35995261,18022760,55984592,142,139,72,64,417,,,,,,
風景區 Scenic Area,小計SubTotal,58650,0.6513,5095,298820057,157791119,498465786,812,943,352,626,2733,,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,53112,0.7439,2854,151573735,192693729,384947469,567,1008,312,193,2080,,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,25705,0.5957,2653,68194452,57716158,133412413,273,349,83,66,771,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,78817,0.6881,2788,219768187,250409887,518359882,840,1357,395,259,2851,,,,,,
其他地區 Other,國際Internation,65911,0.6131,4195,276478929,287896393,639733664,958,1546,622,412,3538,,,,,,
其他地區 Other,一般Standard,21532,0.5294,2576,55476948,39079672,101302259,261,265,130,54,710,,,,,,
其他地區 Other,小計SubTotal,87443,0.5901,3796,331955877,326976065,741035923,1219,1811,752,466,4248,,,,,,
,總計 Total,661396,0.7181,3944,2608656612,2774600680,6088381162,8222,12925,4482,3228,28857,,,,,,
,,,,,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
