觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,43229,,資料期間：,,2018年3月至2018年3月(Data for 2018/3～2018/3),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,216426,0.7702,4542,983017160,1106307243,2381682915,3019,5308,1865,875,11067,,,,,,
臺北地區 Taipei,一般Standard,61317,0.8005,3552,217822431,194066882,467222176,770,1001,442,265,2478,,,,,,
臺北地區 Taipei,小計SubTotal,277743,0.7767,4324,1200839591,1300374125,2848905091,3789,6309,2307,1140,13545,,,,,,
高雄地區 Kaohsiung,國際Internation,58981,0.6586,2339,137964932,189593763,364998469,831,1260,308,370,2769,,,,,,
高雄地區 Kaohsiung,一般Standard,4923,0.4,2316,11400282,15599500,29534427,102,112,60,4,278,,,,,,
高雄地區 Kaohsiung,小計SubTotal,63904,0.6273,2337,149365214,205193263,394532896,933,1372,368,374,3047,,,,,,
臺中地區 Taichung,國際Internation,24962,0.7082,2286,57058714,67375099,150957588,374,535,176,148,1233,,,,,,
臺中地區 Taichung,一般Standard,7067,0.6532,2716,19196442,27474885,52246830,117,174,39,40,370,,,,,,
臺中地區 Taichung,小計SubTotal,32029,0.6953,2381,76255156,94849984,203204418,491,709,215,188,1603,,,,,,
花蓮地區 Hualien,國際Internation,11572,0.3431,1878,21737385,23310632,48721900,243,236,94,145,718,,,,,,
花蓮地區 Hualien,小計SubTotal,11572,0.3431,1878,21737385,23310632,48721900,243,236,94,145,718,,,,,,
風景區 Scenic Area,國際Internation,40784,0.6156,4341,177039141,101555641,304716116,730,811,292,558,2391,,,,,,
風景區 Scenic Area,一般Standard,8577,0.3298,3641,31231639,16886635,51221370,145,135,70,70,420,,,,,,
風景區 Scenic Area,小計SubTotal,49361,0.535,4219,208270780,118442276,355937486,875,946,362,628,2811,,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,48757,0.7433,2935,143093992,149956147,325651546,482,929,253,186,1850,,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,27091,0.6278,2720,73684903,43166801,124691692,275,350,83,68,776,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,75848,0.6975,2858,216778895,193122948,450343238,757,1279,336,254,2626,,,,,,
其他地區 Other,國際Internation,61571,0.4816,3397,209186549,251199978,513371811,1023,1740,728,499,3990,,,,,,
其他地區 Other,一般Standard,18589,0.4574,2265,42109729,26843388,74664764,282,266,134,47,729,,,,,,
其他地區 Other,小計SubTotal,80160,0.4758,3135,251296278,278043366,588036575,1305,2006,862,546,4719,,,,,,
,總計 Total,590617,0.6499,3597,2124543299,2213336594,4889681604,8393,12857,4544,3275,29069,,,,,,
,,,,,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
