觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,43314,,資料期間：,,2018年6月至2018年6月(Data for 2018/6～2018/6),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,194928,0.7323,4685,913260584,1104602564,2299743960,2850,5172,1765,855,10642,,,,,,
臺北地區 Taipei,一般Standard,54527,0.727,3521,191991246,178322097,419220054,755,1010,447,257,2469,,,,,,
臺北地區 Taipei,小計SubTotal,249455,0.7311,4431,1105251830,1282924661,2718964014,3605,6182,2212,1112,13111,,,,,,
高雄地區 Kaohsiung,國際Internation,49122,0.5471,2224,109223645,171021009,319804879,776,1225,311,365,2677,,,,,,
高雄地區 Kaohsiung,一般Standard,4792,0.4024,2292,10984952,13645881,26344068,102,109,59,4,274,,,,,,
高雄地區 Kaohsiung,小計SubTotal,53914,0.5301,2230,120208597,184666890,346148947,878,1334,370,369,2951,,,,,,
臺中地區 Taichung,國際Internation,20331,0.596,2440,49609142,74329058,149239939,353,503,171,88,1115,,,,,,
臺中地區 Taichung,一般Standard,6405,0.6117,2742,17564251,27314628,50146712,92,150,30,43,315,,,,,,
臺中地區 Taichung,小計SubTotal,26736,0.5997,2512,67173393,101643686,199386651,445,653,201,131,1430,,,,,,
花蓮地區 Hualien,國際Internation,20044,0.6141,2400,48111022,36046540,93009944,244,232,90,148,714,,,,,,
花蓮地區 Hualien,小計SubTotal,20044,0.6141,2400,48111022,36046540,93009944,244,232,90,148,714,,,,,,
風景區 Scenic Area,國際Internation,38731,0.6081,5108,197835903,99418779,328629152,701,792,282,553,2328,,,,,,
風景區 Scenic Area,一般Standard,9281,0.3687,4038,37474307,17056623,56690031,137,145,75,62,419,,,,,,
風景區 Scenic Area,小計SubTotal,48012,0.5403,4901,235310210,116475402,385319183,838,937,357,615,2747,,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,44704,0.647,2885,128984582,155730196,314073723,515,900,294,211,1920,,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,22989,0.5505,2605,59875148,49244815,115281400,247,314,83,69,713,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,67693,0.6107,2790,188859730,204975011,429355123,762,1214,377,280,2633,,,,,,
其他地區 Other,國際Internation,62282,0.5034,3813,237484499,261813288,560123509,998,1679,733,486,3896,,,,,,
其他地區 Other,一般Standard,18623,0.4735,2490,46371623,33783000,86584520,277,257,132,43,709,,,,,,
其他地區 Other,小計SubTotal,80905,0.4962,3509,283856122,295596288,646708029,1275,1936,865,529,4605,,,,,,
,總計 Total,546759,0.6193,3747,2048770904,2222328478,4818891891,8047,12488,4472,3184,28191,,,,,,
,,,,,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
