觀光旅館營運月報表單月-彙整表 (Monthly Report on Tourist Hotel Operations in Taiwan),,,,,,,,,,,,,,,,,,
列印日期：,,43229,,資料期間：,,2018年2月至2018年2月(Data for 2018/2～2018/2),,,,,,,,,,,,
,,住用及營收概況,,,,,,各部門職工概況(No. of Employees),,,,,,,,,,
地區名稱,,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
Region,,No. of Rooms Occupied,Occupancy Rate,Average Room Rate,Room Revenue,F & B Revenue,Total Revenue,Room Dep.,F&B Dep.,Adm. Dep.,Other Dep.,Total,,,,,,
臺北地區 Taipei,國際Internation,172594,0.6806,4403,759845842,1238320527,2263627521,2964,5424,1888,909,11185,,,,,,
臺北地區 Taipei,一般Standard,51014,0.7373,3837,195747521,204451175,460030730,780,1017,450,263,2510,,,,,,
臺北地區 Taipei,小計SubTotal,223608,0.6927,4274,955593363,1442771702,2723658251,3744,6441,2338,1172,13695,,,,,,
高雄地區 Kaohsiung,國際Internation,50172,0.6202,2708,135866695,237687005,431424508,830,1275,313,386,2804,,,,,,
高雄地區 Kaohsiung,一般Standard,3826,0.3442,3096,11844407,14563056,28261688,103,114,60,4,281,,,,,,
高雄地區 Kaohsiung,小計SubTotal,53998,0.5869,2735,147711102,252250061,459686196,933,1389,373,390,3085,,,,,,
臺中地區 Taichung,國際Internation,19283,0.6057,2859,55138907,107184044,186481997,381,537,171,148,1237,,,,,,
臺中地區 Taichung,一般Standard,5804,0.5939,3155,18312271,39853112,77786639,119,186,38,43,386,,,,,,
臺中地區 Taichung,小計SubTotal,25087,0.6029,2928,73451178,147037156,264268636,500,723,209,191,1623,,,,,,
花蓮地區 Hualien,國際Internation,8396,0.2756,2473,20764320,20270761,44761095,255,244,93,145,737,,,,,,
花蓮地區 Hualien,小計SubTotal,8396,0.2756,2473,20764320,20270761,44761095,255,244,93,145,737,,,,,,
風景區 Scenic Area,國際Internation,39751,0.6643,6051,240551499,121390831,398320281,740,819,294,570,2423,,,,,,
風景區 Scenic Area,一般Standard,5468,0.2328,4886,26716328,15531996,44066128,146,146,70,70,432,,,,,,
風景區 Scenic Area,小計SubTotal,45219,0.5427,5911,267267827,136922827,442386409,886,965,364,640,2855,,,,,,
桃竹苗地區 TauHsiuMiao,國際Internation,40889,0.6901,2976,121705161,158771243,313335932,501,912,260,194,1867,,,,,,
桃竹苗地區 TauHsiuMiao,一般Standard,21485,0.5512,2672,57398431,61304881,125821912,272,351,74,83,780,,,,,,
桃竹苗地區 TauHsiuMiao,小計SubTotal,62374,0.635,2871,179103592,220076124,439157844,773,1263,334,277,2647,,,,,,
其他地區 Other,國際Internation,56939,0.4931,4789,272653585,321580856,666100938,1065,1763,732,488,4048,,,,,,
其他地區 Other,一般Standard,16539,0.4506,2822,46667138,36177130,89241969,286,267,133,46,732,,,,,,
其他地區 Other,小計SubTotal,73478,0.4828,4346,319320723,357757986,755342907,1351,2030,865,534,4780,,,,,,
,總計 Total,492160,0.5998,3989,1963212105,2577086617,5129261338,8442,13055,4576,3349,29422,,,,,,
,,,,,,,,,,,,,,,,,,
類別,客房數,客房住用數,住用率,平均房價,房租收入,餐飲收入,總營業收入,客房部,餐飲部,管理部,其他部門,員工合計,,,,,,
