Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,2880,3207,6087,3833,167,1500,67,44,25,34,178,49,171,19,0,0,6087
華園大飯店,1338,6995,8333,2828,1130,2637,506,266,170,148,356,257,26,9,0,0,8333
高雄國賓大飯店,8372,8081,16453,6375,3907,3527,426,178,122,160,366,371,578,42,401,0,16453
漢來大飯店,13441,2981,16422,5123,1780,2359,0,0,0,0,645,1904,1505,527,1612,967,16422
高雄福華大飯店,8587,2899,11486,3404,1022,4032,478,250,428,68,276,546,673,98,211,0,11486
君鴻國際酒店,10616,8494,19110,8872,2244,2721,882,1127,350,171,408,796,998,279,262,0,19110
寒軒國際大飯店,6615,4727,11342,6996,1612,1467,169,375,70,116,245,74,206,6,6,0,11342
麗尊大酒店,4892,2662,7554,3685,1777,909,89,253,86,60,336,122,121,30,86,0,7554
福容大飯店 高雄,3492,2795,6287,4079,956,178,62,264,55,40,324,121,184,18,6,0,6287
