Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,2403,3040,5443,2062,460,2108,28,242,85,30,162,48,215,1,2,0,5443
華園大飯店,1363,5918,7281,4202,1223,1192,45,160,93,92,185,59,30,0,0,0,7281
高雄國賓大飯店,5919,9225,15144,7562,3055,3162,202,200,53,45,214,122,344,56,129,0,15144
漢來大飯店,13200,2983,16183,7059,1751,1715,0,0,0,0,631,1267,925,310,1578,947,16183
高雄福華大飯店,8958,2082,11040,4680,1106,3333,160,270,198,116,258,332,364,61,162,0,11040
君鴻國際酒店,6632,8995,15627,8354,2136,832,241,2186,204,102,188,541,369,68,406,0,15627
寒軒國際大飯店,5862,3923,9785,5960,1580,1441,50,124,67,47,193,150,153,2,18,0,9785
麗尊大酒店,4838,1060,5898,3659,742,739,74,356,35,59,0,125,80,9,20,0,5898
福容大飯店 高雄,1867,3562,5429,3894,1029,203,14,49,4,97,34,17,59,14,15,0,5429
