Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,3260,3597,6857,3936,243,1649,81,137,108,32,239,140,269,22,1,0,6857
華園大飯店,1404,8449,9853,4185,1569,1678,133,519,340,554,723,50,94,8,0,0,9853
高雄國賓大飯店,8371,9923,18294,8039,3600,4397,238,231,124,193,300,373,289,98,412,0,18294
漢來大飯店,13701,4700,18401,6516,2590,2816,0,0,0,0,663,1404,1305,454,1658,995,18401
高雄福華大飯店,9469,4114,13583,4006,1391,4353,475,293,273,197,318,1072,541,167,497,0,13583
君鴻國際酒店,14076,9695,23771,10294,2857,2119,815,910,351,149,424,4407,760,254,431,0,23771
寒軒國際大飯店,9002,5592,14594,6681,1766,2489,321,543,120,90,540,1694,197,127,26,0,14594
麗尊大酒店,6811,1960,8771,4007,1301,1554,31,400,159,58,0,1004,113,84,60,0,8771
福容大飯店 高雄,3312,3524,6836,4562,1238,382,77,105,41,13,116,155,142,4,1,0,6836
