Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,4437,3735,8172,3747,1416,2226,82,163,44,16,291,62,93,26,6,0,8172
華園大飯店,3902,6028,9930,4582,3761,630,594,89,126,32,51,45,3,17,0,0,9930
高雄國賓大飯店,8783,8848,17631,7245,5563,3515,366,166,26,34,80,295,186,45,110,0,17631
漢來大飯店,12605,5206,17811,9008,2742,1622,0,0,0,0,412,900,1166,311,1031,619,17811
高雄福華大飯店,10923,2681,13604,5469,2098,3685,698,392,114,207,83,241,246,58,313,0,13604
君鴻國際酒店,7520,12013,19533,8858,5769,1334,1749,701,184,68,76,241,310,62,181,0,19533
寒軒國際大飯店,7194,5467,12661,6088,4323,1392,289,100,64,12,154,103,97,9,30,0,12661
麗尊大酒店,6239,2255,8494,4152,2316,823,380,294,40,46,0,106,109,14,214,0,8494
福容大飯店 高雄,4794,4215,9009,5427,3047,28,25,154,32,12,164,39,73,8,0,0,9009
