Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,2259,2505,4764,3493,125,742,60,13,46,12,168,19,75,9,2,0,4764
華園大飯店,800,5923,6723,2614,1535,1104,58,462,70,247,419,202,10,2,0,0,6723
高雄國賓大飯店,7803,7623,15426,6209,2834,3153,294,867,86,439,380,417,459,58,230,0,15426
漢來大飯店,12093,3014,15107,5542,1789,2725,0,0,0,0,444,1441,1065,326,1109,666,15107
高雄福華大飯店,8173,3550,11723,4605,1387,3123,328,318,188,132,572,232,362,83,393,0,11723
君鴻國際酒店,6594,9731,16325,8536,2591,1039,490,645,675,131,602,374,560,55,627,0,16325
寒軒國際大飯店,6232,4991,11223,5999,2258,1754,201,313,82,38,232,159,133,35,19,0,11223
麗尊大酒店,5766,1833,7599,4074,1499,661,130,447,99,58,315,11,183,39,83,0,7599
福容大飯店 高雄,2604,5717,8321,4215,1727,450,106,128,9,13,1543,49,75,6,0,0,8321
