Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,2646,2475,5121,3758,181,545,73,77,18,9,155,94,203,8,0,0,5121
華園大飯店,1349,5514,6863,3444,777,1326,143,201,113,80,469,238,63,9,0,0,6863
高雄國賓大飯店,8191,7430,15621,7102,3098,2539,380,929,20,31,409,188,470,64,391,0,15621
漢來大飯店,11580,1980,13560,6235,1655,1541,0,0,0,0,387,1207,761,225,968,581,13560
高雄福華大飯店,9838,2416,12254,4087,1218,3646,414,308,124,98,364,297,1156,138,404,0,12254
君鴻國際酒店,8422,9812,18234,10921,2915,884,645,937,315,194,257,492,384,103,187,0,18234
寒軒國際大飯店,6909,5440,12349,8263,1658,1306,75,278,29,56,243,152,248,11,30,0,12349
麗尊大酒店,6201,2067,8268,3508,1626,564,87,513,98,74,502,80,93,61,1062,0,8268
福容大飯店 高雄,4145,3979,8124,4645,1551,425,191,188,28,60,811,45,165,15,0,0,8124
