Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,4790,2812,7602,3362,708,1873,104,238,492,166,286,96,240,35,2,0,7602
華園大飯店,2329,6347,8676,4146,2290,905,622,101,303,28,185,19,46,31,0,0,8676
高雄國賓大飯店,8446,9078,17524,7073,4038,4128,146,234,50,42,424,206,403,35,745,0,17524
漢來大飯店,13332,3467,16799,7302,2225,2168,0,0,0,0,565,1049,994,236,1412,848,16799
高雄福華大飯店,9230,2710,11940,4519,1555,3334,416,373,176,121,336,320,507,54,229,0,11940
君鴻國際酒店,10231,9822,20053,9630,3572,2071,335,1494,294,96,634,641,738,104,444,0,20053
寒軒國際大飯店,6421,6495,12916,6629,3288,1823,321,158,59,31,233,138,157,14,65,0,12916
麗尊大酒店,5273,2383,7656,4172,1658,763,161,464,73,69,25,93,167,11,0,0,7656
福容大飯店 高雄,3263,5846,9109,5789,1885,231,441,452,47,6,27,29,200,2,0,0,9109
